"GermplasmId","MG","MG_factor","GermplasmId_name","Chlorosis","Height","Lodging","Maturity","Oil","Protein","SeedQuality","SeedSize","Shattering","YieldBuA"
"A00_711003_MGII",2,"MGII","A00_711003",4.15062947295334,24.8489346849044,2.25704503542616,259.981545383129,17.4344774710782,37.4028587325165,1.48008800311435,16.7205347494116,2.4814905604602,49.4028207810327
"A00_711020_MGI",1,"MGI","A00_711020",4.24152862738981,25.5876940002805,2.559830080673,254.759582017418,16.9549148046533,38.817545964544,1.47509297763958,16.9367009360252,2.11479925759166,50.0457897511036
"A00_711024_MGI",1,"MGI","A00_711024",3.87486196072314,27.4801907713694,2.48343166402497,256.04611903731,17.8569740629352,36.7270019479157,1.39679296068387,17.8677736089245,2.11479925759166,49.1155081133091
"A00_711025_MGII",2,"MGII","A00_711025",3.15024832852259,31.6081271328409,3.2229584262296,258.068278170391,17.4061759810081,36.5471432407272,1.47999975777479,14.4903954030034,3.61479925759166,47.5780476924104
"A00_712003_MGI",1,"MGI","A00_712003",2.92408922512425,28.8235905320362,2.36523464178524,259.664536363658,16.8289178214379,36.9059788642633,2.31427620466223,17.8297933609512,2.29240698346303,45.6967972964683
"A00_712008_MGI",1,"MGI","A00_712008",3.02408922512425,26.9466401262171,2.26874133264271,256.222782606886,17.1827719548977,37.139779520579,1.69035524264363,16.2162020115383,2.29240698346303,48.7121204499859
"A00_712009_MGI",1,"MGI","A00_712009",3.72408922512424,25.2601846162209,2.380578368957,255.022782606886,17.3350445105059,36.6716964607106,1.36071163961967,16.5584358306636,2.29240698346303,52.424775930178
"A00_712012_MGI",1,"MGI","A00_712012",3.52408922512425,24.5737291062247,1.93241540527129,253.822782606886,17.4380080438709,38.1076466247895,1.52885419841008,18.520669649789,2.29240698346303,53.4332129169726
"A00_712013_MGI",1,"MGI","A00_712013",3.52408922512425,26.203412371219,2.51465985079985,255.622782606886,16.5563899993843,36.9567130726843,1.35923574749592,14.867318921101,2.29240698346303,50.6809481900819
"A00_712014_MGI",1,"MGI","A00_712014",3.72408922512424,24.5737291062247,1.99241540527129,253.822782606886,17.1146625549925,37.4166300128158,1.52885419841008,17.320669649789,2.29240698346303,50.8478221636713
"A00_712023_MGI",1,"MGI","A00_712023",4.02408922512424,26.7466401262171,1.96874133264271,256.222782606886,17.0827354882626,38.3727296846579,1.52590241416258,17.9562020115383,2.29240698346303,52.580948190082
"A00_712040_MGI",1,"MGI","A00_712040",4.02408922512424,22.7277160445498,2.20676849325699,256.422782606886,17.145080977141,37.0627462966316,1.52442652203884,19.7658297083507,2.29240698346303,46.1913389433833
"A00_712043_MGI",1,"MGI","A00_712043",3.72408922512424,25.1169568612228,2.42649688711414,254.422782606886,17.6453535327492,36.2176632367632,1.35997369355779,15.0295527402263,2.29240698346303,52.0643851768766
"A00_712047_MGI",1,"MGI","A00_712047",3.42408922512425,24.928417063298,2.40222538026739,255.914536363658,16.797080977141,38.1937462966316,1.32534539559034,15.8992740457179,2.29240698346303,51.3695032348434
"A00_712049_MGI",1,"MGI","A00_712049",3.52408922512425,26.2412605345536,2.71860552957128,255.222782606886,16.4374629326544,37.9128127445264,1.86366342386716,16.0880635274761,2.29240698346303,48.7643851768766
